"86913536","86913791","TR","Turkey","Ankara","Devlet"
"86913792","86914047","TR","Turkey","Istanbul","Istanbul"
"86914048","86914303","TR","Turkey","Sivas","Altinyayla"
"86914304","86914559","TR","Turkey","Sakarya","Adapazari"
"86914560","86914815","TR","Turkey","Samsun","Samsun"
"86914816","86915071","TR","Turkey","Nevsehir","Urgub"
"86915072","86915327","TR","Turkey","Ankara","Devlet"
"86915328","86915583","TR","Turkey","Sakarya","Adapazari"
"86915584","86916351","TR","Turkey","Ankara","Devlet"
"86916352","86916607","TR","Turkey","Eskisehir","Eskisehir"
"86916608","86916863","TR","Turkey","Sakarya","Sapanca"
"86916864","86917119","TR","Turkey","Istanbul","Istanbul"
"86917120","86917375","TR","Turkey","Kocaeli","Izmit"
"86917376","86917631","TR","Turkey","Konya","Konya"
"86917632","86917887","TR","Turkey","Sakarya","Karasu"
"86917888","86918143","TR","Turkey","Duzce","Duzce"
"86918144","86918399","TR","Turkey","Sakarya","Sapanca"
"86918400","86918655","TR","Turkey","Nevsehir","Nevsehir"
"86918656","86918911","TR","Turkey","Zonguldak","Caycuma"
"86918912","86919167","TR","Turkey","Nevsehir","Urgub"
"86919168","86919423","TR","Turkey","Konya","Konya"
"86919424","86919679","TR","Turkey","Sakarya","Adapazari"
"86919680","86919935","TR","Turkey","Ankara","Devlet"
